review_id,title,author,author_url,version,rating,review,vote_count
3098899111,Still good after all these years,joetropical64,https://itunes.apple.com/us/reviews/id594732398,3.1.610,5,You see my friend recommended me to play this game so I play it and it’s I will reach popular some day again,0
3092753901,Plz fix this for meeeee,ugfgyv,https://itunes.apple.com/us/reviews/id377150249,3.1.610,4,When I play this game I NEVER GET BLUE OR YELLOW GEMSSS!!!!!!!!!!  Plz fix I HATE IT HATE HATE HATE PLZ FIX THISSSS!!!!!!!!!,0
3091787850,Best game ever!!,Puppys!!!!!!!🐶,https://itunes.apple.com/us/reviews/id663921574,3.1.610,4,I’ve played this game for 2 years and it’s sooo addicting!!!😍,0
3033078726,Awesome Game! Needs new update!,banaedepp,https://itunes.apple.com/us/reviews/id148835496,3.1.610,5,Very addicting. Lots of fun quest and interesting characters. Love the designs of the buildings.....very creative! Need lots of friends though to finish some buildings. All around a great game!!,0
3021546221,Beat game ever,It girl1016876,https://itunes.apple.com/us/reviews/id404193820,3.1.610,5,Love it😍😍😍,0
2947028474,الإمارات,BAdria12345,https://itunes.apple.com/us/reviews/id867316265,3.1.610,5,والله انصحكم اتنزلونه,0
2924898953,"Good game, but...",Rizalia,https://itunes.apple.com/us/reviews/id519373106,3.1.610,1,"every time i try to open the app it'll only get up to 39% and drop to 30% over and over, so i'm not really able to play. would be a five star rating if this problem was fixed.",0
2893614896,I love Happy Street,Sadgirl2018,https://itunes.apple.com/us/reviews/id856054543,3.1.610,5,"I suggest this game to people because it is fun, great, awesome, and terrific I love Happy Street",0
2823203375,Lost street,Nuuish,https://itunes.apple.com/us/reviews/id153674250,3.1.610,1,Played religiously with my friend until she randomly lost her street. Apparently this is a common issue? Support tried to help her but eventually gave up and said the issue is on her end. Lame customer service. Kinda butthurt cause I already put money into the game. Maybe they don’t care about old games. How is this game 5 years old and there’s still a bug that deletes your game progress??,1
2821577443,Very fun and bright,Hedwig824,https://itunes.apple.com/us/reviews/id687833138,3.1.610,5,"The characters are fun and have corny humor. The bird poop is my favorite part. It’s way different then other games like this. I love how a construction worker or the bird in the flying machine will come and speed up time on things. Some things i don’t like is how long it takes for tulips to pop up, especially blue ones. There is a lot of requests for blue dye! Also, I think it would be cool if vehicles came from both directions so it would feel more like a street.",0
2813445070,Happy Street,bigiten,https://itunes.apple.com/us/reviews/id413584328,3.1.610,5,Happy Street is sooooo fun! But I think poopy should come a lot more often,0
2800441788,All Time Favorite App,Corjill,https://itunes.apple.com/us/reviews/id117909905,3.1.610,5,"This will forever be my favorite mobile game! I've been playing for six years and I have yet to get bored. Beautiful and adorable graphics, lovable characters, unexpected humor, creative and customizable gameplay. This game truly never gets old! I can't wait for future updates and I 110% recommend this to anyone who loves town builders. It's really the best one out there on mobile by far! Give it a try and I'm sure you'll fall in love with it like I did.",0
2755366146,Flooz,Qwertgnjjk,https://itunes.apple.com/us/reviews/id335782914,3.1.610,4,"I don’t like how flooz is so hard to get, it’s really ridiculous, and everything costs so much flooz. Can you make them not as rare please? I would also like to build more houses and not wait till lvl 13. Otherwise great game!",0
2707075105,Facebook,Girl play,https://itunes.apple.com/us/reviews/id143892684,3.1.610,2,"When I try to connect to Facebook or the Game Center it will not load anything. I and click the buttons to connect but doesn’t do anything at all. Please fix, I would love to be able to play with my friends on Facebook.",0
2623449303,👍,Cheesecake61,https://itunes.apple.com/us/reviews/id141560961,3.1.610,4,Game is good,0
2604030237,Awesome,Jr5309,https://itunes.apple.com/us/reviews/id186229927,3.1.610,5,"I wish I could give this game a 10! It’s so fun! I used to play it all the time with my mom when I was little. Now that I have my own phone, I re-downloaded and I forgot how much fun it was!",0
2594971926,I like it,Bella warriors,https://itunes.apple.com/us/reviews/id784012670,3.1.610,5,It's a great game!,0
2574166957,The ”water mill”,Hggftbfgyjtuikkujfthfhtfdtfh,https://itunes.apple.com/us/reviews/id478174577,3.1.610,4,"I love this game and I play all the time, but I’m starting to get annoyed that for one of the quests, you have to buy a water mill, but I’ve searched EVERYWHERE!! AND THERES NO WATER MILL!!!!! IM GETTING MAD!!",0
2573853631,It,nunyourbisness,https://itunes.apple.com/us/reviews/id803688089,3.1.610,5,It’s soo fun soo cute and I’m edicted to it!,0
2534112865,ADDICTIVE,PherinTheFox,https://itunes.apple.com/us/reviews/id760922440,3.1.610,5,"I absolutely loved this game when I was little.  It had been a long time since I had played this game, and I had forgotten about it. I scrolled through my purchased apps and found happy street near the bottom. I almost instantly downloaded the app and it's more addictive than ever!",0
2486893990,It’s what I’ve been looking for!,Rubixcube158295,https://itunes.apple.com/us/reviews/id491663366,3.1.610,5,"I love these kind of games where you run your own village or town or shop or anything, and I’ve been looking for one so nicely made like this one!The style is honestly adorable and it’s really well with giving you things to do. I’m used to having to wait forever for something to do but in this it’s the complete opposite. It’s a really nice game and I recommend it to anyone even if it doesn’t look the best at first it’s actually super fun 11/10 :D",0
2459260984,I'd only change one thing..,Kitty Faith,https://itunes.apple.com/us/reviews/id307596635,3.1.610,5,This game is so fun and addicting! The best in the App Store! The only thing I'd change is the random name generator for residents. I have at least 5 Daisys on my street and it would be nice to give 4 of them new names!,0
2425739109,this game is amazing,ososowowewsw,https://itunes.apple.com/us/reviews/id558289790,3.1.610,4,I rated it 4 stars because of some ads but other than that it’s a really good game you should try,0
2421590968,Add me!!  Hza138,Hza138,https://itunes.apple.com/us/reviews/id229162502,3.1.610,5,I love this game!  It’s cheerful and relaxing.,0
2377130039,Step it up,Erin gbk,https://itunes.apple.com/us/reviews/id351149162,3.1.610,2,You all need to create more themes for the veteran players. You’re losing our interest,0
2371949912,Good,noodz🍜,https://itunes.apple.com/us/reviews/id665910346,3.1.610,5,This game is soooo cool 😁,0
2368367456,If this isn't the best game idk what it is,MilkyTæ•,https://itunes.apple.com/us/reviews/id341808622,3.1.610,5,"I've been playing this game for 4 years now and I'm IN LOVE, it's so adorable and colorful! I love the quests and all! :) 💗",0
2349012913,Second time playing. Awesome game.,Abbiejew,https://itunes.apple.com/us/reviews/id559369714,3.1.610,5,I downloaded it on my new phone. Add me @ AbbieJew,0
2345549975,Updates Please!!!,Boo8500,https://itunes.apple.com/us/reviews/id157615344,3.1.500,5,"Can we please gets some new updates, new themes, new businesses, houses and scenery! Bring back some of the old (limited time) themes we didn't get a chance to finish. I need new stuff to add to my street!!",0
2323725472,My Granddaughter’s Favorite,Mamajoan62,https://itunes.apple.com/us/reviews/id30637463,3.1.600,5,So fun! My granddaughter loves it! So much to do and check on each day.,0
2319717079,Happy Street Review,Aniyah Humphrey,https://itunes.apple.com/us/reviews/id542928471,3.1.600,5,This game is so amazing. Although I do dislike that it takes hours to make things but it’s the best!,0
2319599073,Happy street,Hogybear605,https://itunes.apple.com/us/reviews/id752190594,3.1.600,5,I played this game long time ago and loved it and now I’m playing it again now that I finally found this game again. This games funny and adorable!,0
2299745771,Please update!,Jade The Star,https://itunes.apple.com/us/reviews/id323632027,3.1.600,5,"I love this game sooooo much!!! It’s always fun to play and I have been playing ever since I was 6. But there’s one little thing. Can you pleeeease update the game? It still has a Christmas theme! And from where I live, it’s spring! Pllleeeease update! And awesome game! 👍🏻",0
2291912175,Amazing!,MadDogNyah,https://itunes.apple.com/us/reviews/id701799722,3.1.600,5,"This game is the best! And this is coming from a 10 year old. Whenever I'm sad, I play this game. Whenever I get in trouble, I play this game. You need to get this game if you have anxiety or depression. I don't have any of those and I still love it",0
2288052805,Horrible ads,24DNPH,https://itunes.apple.com/us/reviews/id556651931,3.1.600,1,I use to watch hundreds of ads each day and now the ad system is literally trash. Bought flooz on another device and still will not remove ad pop ups.,0
2277301510,Awesome app,ChildofGod8998,https://itunes.apple.com/us/reviews/id467753752,3.1.600,5,"This app is so much fun and so easy to play. Unlike other games, it’s not ridiculously hard to earn money (the characters are constantly spending money, therefore you earn money constantly) and it’s really really simple play. The characters are adorable and the texture and graphics of this game are so soft and cute, you can’t help but feel happy when you play:D",0
2246413923,I Love Happy street,JoJo July,https://itunes.apple.com/us/reviews/id193166867,3.1.600,5,Dear Happy street I like your app it is so fun. I like that you can make love potions. I also like the Characters I specially like Zoe and I like the Forest a lot too. I also like our new characters that live in the colleges and the  houses  I also like the hearts that they give me and I like the bus stop  too I can't decide which one is the best!!! From Serena,0
2238108097,Cute,🙂🙂🙂🙂🙂🙂🙂❤️pups,https://itunes.apple.com/us/reviews/id221799326,3.1.600,5,That’s all it great and cute 🙂🙂🙂🙂🙂🙂🙂❤️pups out.,0
2205458939,.,/_(0.0)_/,https://itunes.apple.com/us/reviews/id539532176,3.1.600,4,Please add a confirmation for when using flooz,0
2147073618,Awesome app,pheebsmcgeebs,https://itunes.apple.com/us/reviews/id702433925,3.1.600,5,This game is so much fun 👍🏻☺️☺️☺️!!!! I love the way it is !!! Seriously I love this app !!!!!,0
2145833653,Happy street,SGT RLP,https://itunes.apple.com/us/reviews/id39380563,3.1.600,5,Love happy street been playing for years and you meat great people playing,0
2133350109,Good app but,#forsakenhamster,https://itunes.apple.com/us/reviews/id707994375,3.1.600,3,It’s a great app but once you start playing it after a while you forget about it stop so this isn’t an app your absolutely addicted to,0
2080352137,😀,ApplesBlossom,https://itunes.apple.com/us/reviews/id304558841,3.1.600,5,Add me Shay’89,0
2080141654,Awesome game!,Saylor the pie eue,https://itunes.apple.com/us/reviews/id645300815,3.1.600,5,Holy cow this game is super addicting and fun to play! All my friends play this game and always talk about it! My friend actually introduced it to me so I got on my phone and searched it up and downloaded it. God help me I’m super addicted already! 🤩 The Animation and style is so freaking adorable and smooth! The concept of the game is very fun and well made 👏 I want to see more games like this 😍🤩😍,0
2052956932,Commercial Apps Should Learn From Their Customer Support,CowValley,https://itunes.apple.com/us/reviews/id650727109,3.1.600,5,"The game is so much fun and a distraction from everyday life.  Kind of an idyllic alternative reality.

But the customer support is what bears mention.  Sure, you can spend money and buy things but this is, for all intents and purposes, a free application.

When I and my family changed platforms, we were dependent on Godzilab customer service.  The responsiveness and help in working out the kinks was beyond excellent.  Commercial apps should learn from their customer service.",0
2049171722,Awesomeness,Kiera1191,https://itunes.apple.com/us/reviews/id689207067,3.1.600,5,Awesomeness is the word to describe this game. If u rate this game please give it a 5 star rating.,0
