review_id,title,author,author_url,version,rating,review,vote_count
3189370485,جيده جدا,007muhammed,https://itunes.apple.com/us/reviews/id565542220,0.8.0,5,لعبه جيده وممتعه لكن التحميل يحتاج وقت كثير,0
3189346680,Comment,فايز بيه,https://itunes.apple.com/us/reviews/id341438115,0.8.0,5,The game is great but after the update started lagging and the ping is so high i hope you sort this problem out as soon as possible.,0
3189334698,Download,J Jessup,https://itunes.apple.com/us/reviews/id360419017,0.8.0,4,Well I downloaded and was great even on my iPhone 7. Then update needed.  Oils not get it updated. I deleted it and now can’t download it. No more of this game for me :(,0
3189321853,Iraq,Mohammad Alzaidi,https://itunes.apple.com/us/reviews/id554953293,0.8.0,5,nice game,0
3189283098,Log in problem,ten.tsesang,https://itunes.apple.com/us/reviews/id672944500,0.8.0,4,"I have been having log in problems and the company did say that would happen but please do improve it because everytime I am having a log in problem I have to delete the app and reinstall it for the app to start working. Otherwise, awesome game and an awesome time consumer.",0
3189252249,Better then fortnite,rya666307,https://itunes.apple.com/us/reviews/id905165832,0.8.0,5,Don’t @ me,0
3189241500,Pubg,Ran237,https://itunes.apple.com/us/reviews/id466564689,0.8.0,5,You should add a knife.. like call o duty.. to kill in silence.. it will be awsome too,0
3189220724,Kicked out,thunderthreat32103,https://itunes.apple.com/us/reviews/id609673049,0.8.0,4,I love this game but I just did the newest update and I can’t get on! It just keeps kicking me off. I can’t even get to the home screen. Please fix,0
3189217558,Good game,brodyody,https://itunes.apple.com/us/reviews/id905162072,0.8.0,4,Good game but please don’t turn into fortnight.,0
3189216356,This game is awesome,by flamethrower destroyer,https://itunes.apple.com/us/reviews/id601241565,0.7.0,5,I love this game this game so cool so fun,0
3189191518,Great game,Stankes,https://itunes.apple.com/us/reviews/id654018926,0.8.0,1,"Addicting game,very interesting and good graphics.But there is a lot of bugs and since release quality of the game goes downhill.A lot of new items and not important things around and game is slower and slower.

Game was much more playable when it was 1.0 version.
If you didnt try the game,better try Fortnite,less stres.",0
3189185635,Fix,2573672706,https://itunes.apple.com/us/reviews/id255287165,0.8.0,3,"Whenever I tap the screen it goes black and when I release it goes back to normal, makes it almost impossible to play",0
3189181194,Wow,ThisGuy121,https://itunes.apple.com/us/reviews/id397529739,0.8.0,5,EVERYONE SHOULD KNOW THAT MINECRAFT HUNGER GAMES WAS THE ORIGINAL BATTLE ROYALE(Pubg is a good game tho),0
3189179721,Very very great game.,GoranMarovy,https://itunes.apple.com/us/reviews/id544694577,0.8.0,5,I like it for PC and Mobile,0
3189165557,Battle Royale RIP OFF,SuxoGamer,https://itunes.apple.com/us/reviews/id785924046,0.8.0,3,Controls are medium but graphics are terrible. Royale Pass not worth it. Better to play Fortnite,0
3189159449,OMG 🙈,ramyarjala,https://itunes.apple.com/us/reviews/id888219665,0.8.0,5,I love this game so much,0
3189153186,Can’t play with players who can’t update,Jacob is my babe only mine!!!,https://itunes.apple.com/us/reviews/id376446726,0.8.0,2,My phone updated and my friend can’t update the game and now you can’t play with anyone who does not have the latest version and i would like it if you could still play with another player that has not updated the app.,0
3189153256,Pest game ever on my mobile 😍,Hatim_7ail,https://itunes.apple.com/us/reviews/id485538714,0.8.0,5,Thank’s for made it on mobile 😍,0
3189123908,لايمكن تصديق مدى روعة هذا اللعبه,salamoof game,https://itunes.apple.com/us/reviews/id758915517,0.8.0,5,الصور والحركه وكل شى مذهل,0
3189114716,Sick game,VovanAtb,https://itunes.apple.com/us/reviews/id203495821,0.8.0,5,Love it!!!,0
3189095674,E,firemenjill,https://itunes.apple.com/us/reviews/id758423876,0.8.0,4,I’ve downloaded the new map I go to start and it’s sayin I haven’t downloaded the map yet other than that the game is great,0
3189096880,Wrong direction!,Xrayjay72,https://itunes.apple.com/us/reviews/id755146468,0.8.0,1,One reason I love PUBG has been how real things look. This new update has taken the app in the wrong direction. The new map is cartoon like and very unrealistic in comparison to the other 2 maps. Finally the wait time for a single match is as long as 8 minutes and sometimes longer as it times out at 8minutes... Unacceptable!!,0
3189092089,Poor,hasini1,https://itunes.apple.com/us/reviews/id780795665,0.8.0,1,This new update has so many bugs. Absolutely disappointed.,0
3189081728,ROOM,SMJSKSODKDMDJKEKEKSKSOSLWLAKA,https://itunes.apple.com/us/reviews/id905141872,0.8.0,3,Please fix the bugs and glitches. Sometimes I can enter a room and sometimes I can’t. Really unhappy right now.,0
3189074399,this game is very very nice and very good,soheil fathi,https://itunes.apple.com/us/reviews/id416937038,0.8.0,5,i love the game and very good game,0
3189059085,A great game but something is wrong,grustm,https://itunes.apple.com/us/reviews/id697585323,0.8.0,4,Ever since the last update I haven’t been able to open the app. I haven’t gotten to backup my data yet because I’ve only had it for about a week now but I’ve accomplished so much. I would like to know how to fix this without having to get rid of my game data. Any clue how?,0
3189049457,Something wrong,bo7amani17,https://itunes.apple.com/us/reviews/id589162895,0.8.0,2,This game is very nice game but with the new game there is alot of big problems with it it is to sticking,0
3189028184,Game update is fine but too much bug,Ahmed Aakash,https://itunes.apple.com/us/reviews/id662187747,0.8.0,5,When the game profile opens it keeps loading and loading can’t press anything or anywhere or start the game to play. Tried restarting it but same situation. please fix these issues asap.,0
3189011751,It’s a great game,الشاماني,https://itunes.apple.com/us/reviews/id490429750,0.8.0,5,"But it needs more work like more game modes, new shields, and new bagback.           Thank you so much for this game",0
3189002755,Awesome,Tbone400,https://itunes.apple.com/us/reviews/id616253464,0.8.0,5,Man I love this game lots of fun if you want to play with me my username is SWAGGER6000,0
3188961868,حلوة كولش,the_ramahi,https://itunes.apple.com/us/reviews/id664546583,0.8.0,5,💪🏻,0
