review_id,title,author,author_url,version,rating,review,vote_count
3186798884,Please fix these!!!,Silverleafa,https://itunes.apple.com/us/reviews/id577995513,1.39.93,4,"I really like the idea of being able to customize your farm. Like your house, roadside shop, and the truck, and all. I love decorating my farm! But I am not liking how expensive it is... very disappointed. 😓😢😭😫😞
I love this game and been playing for a long time now. I would totally give 5 stars again if we can do something about the cost of the customize farm. I would like to be able to do more, especially when you don’t have the money to put into the game. (for coins and diamonds) 
                   Please and thank you! 🙏🏼🐮🙏🏼🐔

Also I have know test that sometime  when I go to guys something in the side road shops the Islam’s I buy dose not get purchased even though someone dose else dose not buys it. 
I have seen on Facebook hay day groups that this is a big problem that a lot of people are having! Please help! And fix this!!!",0
3186122666,Hay Day glitched me,unicornfam :))))),https://itunes.apple.com/us/reviews/id904635831,1.39.93,3,"Ok for starters, I love Hay Day. Everybody in my family loves it. My mom and I have this thing where I’ll  give her stuff to sell for full price.She’ll then, buy it and when I need it she will sell it to me for a $1. When I was trying to do that to upgrade my barn and silo, we did that very thing. When I tapped on it so I could buy it, it let me but when I went to go upgrade them it said I didn’t have those items. That sucked because my mom then had no idea where they went. We tried it again even after I logged out completely. Nothing. She then told me to write a complaint and da da da da da. I sincerely hope you fix this since I love hay day.",0
3185776921,Love the game,Hassan(),https://itunes.apple.com/us/reviews/id312992410,1.39.93,5,I can’t open the game on my iPhone but it opens on my android normally,0
3184139374,Anzuelos y Diamantes,Jeannava,https://itunes.apple.com/us/reviews/id870356355,1.39.93,2,"El juego en su totalidad esta muy bueno, no se compara con ninguno 💯 el problema es con los diamantes, si necesito algo con diamantes cuesta mucho, deberían de bajar el costo de estos oh bien limitar las cosas con diamantes, seria mejor que la mayoría sea con dinero., Por otro lado estaría super bien poder comprar y vender los anzuelos y cosas de pesca.",0
3176160863,Hayday,TIffany.Lott,https://itunes.apple.com/us/reviews/id794579844,1.39.93,5,This game will help you with Stress it help me :),0
3169291751,Trash don’t downloaded it the servers break down any day,ancesia,https://itunes.apple.com/us/reviews/id707944907,1.39.93,1,Trash don’t download servers break down and every thing it very stupid,0
3160804220,Absolutely perfect,Camillegwinn,https://itunes.apple.com/us/reviews/id428194291,1.39.93,5,"One thing I must say that is outstanding is that they don’t shove prices in your face! I’ve played tons of other games that make the game impossible without buying something. For example, Cooking Fever. It’s pretty much impossible to go on with that game without buying diamonds. But, this game just keeps you wanting to play. Another thing is that the times are also perfect (for making things). At first I thought some of the times were too long, but you NEED these times! If they weren’t there, everything would be shoved in your face and it would be SO overwhelming! While you’re waiting for your sugarcane to grow, you can scour the newspaper! It’s not like Sims Freeplay, where you just have to wait and wait forever for one single thing and can’t play on, no, there’s millions of opportunities for this game. Best game in the AppStore!",0
3158241997,Buenísimo,cobra13gt,https://itunes.apple.com/us/reviews/id42867861,1.39.93,5,Entretenido!,0
3157291060,Love/hate,shduengarbgd,https://itunes.apple.com/us/reviews/id730126521,1.39.93,3,I love the game. A lot. But I don’t like that when I buy from the stand or from the newspaper and I don’t get what I buy. Idk what’s going on. It takes my money but I don’t get my item. Look into it. Thank you.,0
3154562972,Resetting the game,Hayesgrierismylife,https://itunes.apple.com/us/reviews/id283767475,1.39.93,4,This game is fun and all but I messed up and wasted a ton of money and gems and wanted to restart but there’s no option to restart. I deleted it and downloaded it again and it says that I still have a game in my cloud that I can’t get rid of because apple deleted the Game Center app. So I have the option to pick between the current game or the cloud game but every time I pick my new game it makes me pick again every time I open the app. It gets redundant and annoying. I just wish there was a simple “RESET GAME” button. Is that too much to ask?? I also googled it and no one seems to know how to do it either.,0
