review_id,title,author,author_url,version,rating,review,vote_count
2415568481,Need work,dap ranch,https://itunes.apple.com/us/reviews/id571802084,1.0.7,5,It is a good game but it needs more features like no adds or different levels please fix it thanks for this game,0
2380864637,Trash,Screw off2727,https://itunes.apple.com/us/reviews/id557732569,1.0.7,1,Even after a year of a review this developer has not tried to fix the problem with the ads issue. Do not download if you don’t wanna have to watch a ad every 3 seconds.,0
2203274599,Call of Duty: Infinite Ads,s*** happens m8,https://itunes.apple.com/us/reviews/id640455260,1.0.7,2,Would be fun if I wasn’t watching an ad before I even got to play it once. Literally every time you fail you have to watch an extremely long ad.,0
1960773297,0 Stars,Disappointed NG Leader,https://itunes.apple.com/us/reviews/id350601520,1.0.7,1,I downloaded the game and pressed the screen to play like it said. It went straight to an ad. Not worth it for a second.,0
1785901399,Ads???,Aeag gamer,https://itunes.apple.com/us/reviews/id216590726,1.0.7,1,"too many ads??? i get ads in the middle of flip? what!? doesn't make sense. money is important, but mastering the art of bottle flipping is more important.",0
1673395514,Terrible,Mind wave,https://itunes.apple.com/us/reviews/id584983597,1.0.7,1,"This game gave me an ad right when I got in, and when I exited the ad, it took me out of the game!!! The game isn't even that fun! If I were you, I would save the storage. Even though it only takes up twenty mg, you could totally get something WAY better for the same amount of storage, without ads kicking you out of the game!!! >:(",0
1643674714,Unplayable,krig20,https://itunes.apple.com/us/reviews/id195363496,1.0.7,1,"I Never rate games but oh my dark lord, this game is so unplayable! I got 4 ads before i could even play it and after i failed (because the ad paused the game in the middle of me trying to use this) i got 3 ads! AND IT PAUSED AGAIN!! i literally can not play this game!",0
1577941619,TRASH DO NOT DONLOAD,Vishion678,https://itunes.apple.com/us/reviews/id269347549,1.0.7,1,Worst game ever always moving slow and also I never lets you play for five minutes without seeing 600 adds do not download this it gave my I pad a virus,0
1573480799,Cool,Beau + Gracie,https://itunes.apple.com/us/reviews/id553155634,1.0.7,5,To many adds but I really like the app,1
1539907962,Good,Funny fun buns,https://itunes.apple.com/us/reviews/id428708026,1.0.7,4,It's a good easy game but they need to add more bottles or add more different types of bars because it's to easy. But otherwise it's a great game,1
1537391362,This is boring,Little poopoo boy245,https://itunes.apple.com/us/reviews/id27452492,1.0.7,1,This game has so many adds😤,0
1527354876,Sucks🙀,Super girl17,https://itunes.apple.com/us/reviews/id480896202,1.0.7,1,Don't download it boo,0
1518622051,Great game but lots of ads,ellamary_2007,https://itunes.apple.com/us/reviews/id345422264,1.0.7,4,The game it's self is awesome but there's lots & lots of ads... some times in the middle of the game you hit the ad at the bottom and you have to start over. It kinda makes me mad!!😐😐😝😝 but it's a great 👍 game!!!!!!!!!!!!!!!!!!!!!!,0
1512490266,"Love the game , tons of ads",Saylor Mom of 3,https://itunes.apple.com/us/reviews/id209958585,1.0.7,4,It is a fun game but if you decide to download it make sure you know it has ads after about 2 or 3 flips,2
